,title,genre,score,review
33,변호인,드라마,7,스포일러가 포함이 되어 있을수 있고 편의상 말을 짧게 합니다또 대사는 일부 틀릴 수 있으나 느낌을 전하기에 충분하리라 판단합니다마지막으로 오타가 많을 수 있으니 지적해주시면 감사하겠습니다개인적인 느낌을 적어놓은 것이니만큼 의견을 주시면 감사히 수렴하겠습니다어릴 적 드라마에서 봤던 대사 중 사자 들어가는 직업을 가진 사위를 데려오라가 기억에 남는다이러한 직업으로 보자면 변호사 판사 정도가 가장 대표되는 것이었다 자는 선비 사로써 다소 근엄하고 어찌보면 일반인들보다 하나 혹은 그보다 더 위의 존재를 말하는 것인지 모른다고려 시대부터 사농공상이라하며 계급사회가 주를 이루었고 유교가 퍼지면서 더욱 확고하게 자리를 잡았다그만큼 선비 계층은 매우 뚜렷하고 힘있는 그리고 그들의 입장에서 일반인들은 자신의 발보다 아래에 있다고 느꼈을지 모른다현대에는 그러한 계급의 격차는 많이 완화 되었지만 아직까지 우리 사회는 변호사 판사를 높게 보고 있는 것은 사실이다무척이나 안타까우면서도 또 당연시 느껴지는 이러한 부분에서 그들을 왜 선비라 칭하고 있는 것인지를 돌이켜보면 약간은 아이러니하다판사는 조금 다른 느낌이 있을 수 있으나 변호사의 경우 의뢰인의 의뢰를 받아 업무를 수행하는 자이기 때문이다변호인이라는 말이 어느 순간 쓰이게 된 것도 이러한 맥락이 아닐까 생각한다지식계층으로 분류가 되던 변호사이며 권위를 가진 선비에서 사람이라고 불리워지기까지 어떠한 과정이 있었는지 필자는 알지 못한다하지만 아직까지 변호사라고 쓰이는 경우가 대부분이다영화 변호인은 이러한 관점에서 그 변호를 하는 사람을 부각 시키는 하나의 효과중 하나라고 생각한다인간적인 변호사이며 인권을 위해 힘쓰는 하나의 사람으로써 말이다가난했던 시절을 기억하며 돈을 벌어 가족을 위해 살아 가던 사람이었던 송우석송강호  이하 송변은 돈이 되는 일이라면 어디든 뛰어드는 사람이다그야말로 속물 변호사로써 말이다그 때 그의 명함은 변호사라는 직함을 말하고 있었으며 그렇게 주변의 다른 변호사들로부터 괄시와 모욕을 들어야 했다그러한 속물적인 그러나 어찌보면 당연한 인간의 모습을 송변이 보여준다힘든 고시생시절 막노동 판에서 공사장을 누비벼 벌었던 흙이 묻었던 돈을 들고 찾아간 병원에서 그는 몸 구석구석에 흩뿌려져있는 흙을 털어내며 병실에 들어선다자신의 아이가 출산되고 있음에도 낼 수 없던 병원비를 장모님이 내주셨고 그런 자신의 모습을 바라보며 뛰어갔던 헌책방에서 다시 찾은 책들에 써있던 말들포기하지 말자그는 아파트 건축현장에도 써놓은 그 한마디를 위해 달려왔다결국 그 아파트를 구입할만큼 돈에 대한 욕망이 큰 사람임에 분명했다이 영화에서 감독이 보여주고자 했던 모습은 무엇이었을까변호사 송우석이 변호인 송우석이 되는 사람으로써의 모습을 갖추는 것을 담아내고 싶었을까그게 아니라면 현재 이슈가 되고 있는  노무현 전 대통령의 인간적인 모습을 보여주고자 했을까어떠한 것이 이유라 하더라도 이 영화는 둘다 성공적인 모습을 보여주지는 못했다고 생각한다훌륭한 연기로 변호사 송우석과 변호인 송우석을 담아낸 송강호씨의 연기와는 별계로 두 인물이 같은 인물로써 이어짐의 개연성은 너무나 떨어진다왜 그는 변호사에서 변호인이 되었는가고시공부를 하던 시절 음식값을 지불하지 않고 도망쳤던 국밥집 아주머니김영애를 위해자신의 아이들에게 떳떳한 아버지가 되기 위해그 어떠한 대답에도 답을 할 수 없을만큼 모호하게 그려져 있었다마치 그가 변하게 된 그 중간에 무언가 다른 이야기가 있어야만 할 것 같은 큰 구멍이 느껴진다예를 들어보자면 마치 스타트렉 시리즈와 같다고 생각된다스타트렉 시리즈는 수 많은 영화가 나왔지만 그 내용을 이해하기에는 기본적인 배경이 필요하다그도 그럴것이 미국에서 제작이 된 시리즈를 기반으로 해서 그 이후의 이야기 그 이전의 이야기 등을 다루고 있기 때문이다그럼에도 스타트렉 시리지는 충분히 인기를 끌기도 하는데 기본적인 이야기를 알지 못하더라도 그 스토리만으로도 충분한 모습을 보일 수 있었기 때문이라고 생각한다이 영화는 그것이 부족하다무언가 사전에 알고 있어야할 지식이 필요한 것만 같은127분이라는 짧지 않은 러닝타임에 다 담지 못한 수많은 이야기들이 더 있을 것이라고 생각한다그렇다면 이 영화가 진짜 개있게 흐르기 위해서는 무엇이 필요했을까이 제판을 포기하면 안되냐는 부인의 말에 아무런 대답도 하지 않는 송변의 모습은 너무나 괴리감을 자아낸다지금 그 자리에 있게 만든 것이 어찌보면 자신의 부인임에도 그녀의 역할은 국밥집 아주머니보다 떨어진다실제 실화를 바탕으로 만들어졌다는 이 영화는 분명 훌륭한 모습들을 보여준다그 시절 발생이 되었던 그리고 수없이 많았을 이야기들을 다룸으로써 관객들에게 더욱 쉽게 다가갈 수 있었으니까하지만 냉정하게 바라보았을 때 이 영화에서 남은 것이라곤 뛰어난 연기력이 전부가 아니었을까 생각한다정치적 이념이니 뭐니 그런건 관심조차 없는 정확히는 신경쓰고 싶지 않은 필자에게 있어서 아쉬움이 느껴지는 작품이다흥행가도를 달리고 있고 900만을 돌파했다고는 하지만 이 영화는 나쁜놈과 좋은놈 그리고 그 중간에 있는놈에 대한 이야기를 한다여기에서 송변이 중간에 있는 놈에서 좋은놈으로 간것일까 대답은 알 수 없다뭐가 어찌되었건 나쁜놈들도 그들의 관점에서 그들의 상황에서 최선을 다했을 것이다누가 더 잘했고 못했냐의 판단은 자기 자신이 했을 것이며 그것이 맞다고 주장한다면 틀린 말이 아니라고 생각한다이러한 판단은 국민이 하는 것이다라고 하지만 누가 누구를 위해 그러한 판단을 하는 권한이 주어질까대한민국 주권은 국민에게 있고 모든 권력은 국민으로부터 나온다 국가란 국민입니다부당한 판결을 받았다는 것은 영화에서 보여주고 있고 그들은 분명 국민이다그렇다면 부당한 판결을 내린 판사 부당한 죄를 준 검사 고문을 일삼은 형사는 국민이 아닐까단순하게 그들이 권력의 앞잡이가 되어 힘을 보여준 것일까분명한것은 이제 그러한 이야기를 논하고 해결점을 찾는 과정은 무척이나 훌륭한 작업이라고 생각한다그런 의미에서 이 영화는 어떠한 시작을 알리는 자업이 될 수 있었음이 분명하다하지만 그것을 한 인물을 중심으로 이야기를 이끌어 나갈 때 연결점이 너무나 부자연스럽고 또 그를 통해서만 담아내기에는 너무나 큰 이야기가 아니었을까 5개 만점스토리 7 연출 6 비쥬얼 6 연기 9국가가 가진 힘을 부당하게 이용하는 것은 국민의 입장으로써 무척이나 어처구니 없는 말도 안되는 이야기임에 분명하다그러한 이야기를 다룬다는 것이 얼마나 많은 용기가 필요한 일인지를 생각하면 그의 용기에 박수를 보낸다하지만 이왕 시작한 이야기를 이끌어감에 있어 이야기를 연결짓는 모습들은 너무나 아쉽다한 사람의 이야기로써 담아내기에는 그 크기가 너무 컸고 그 큰 크기를 감당하기 위해 더 많은 것이 필요하지 않았을까현재 연출을 한 감독의 역량으로 본다면 더 공감이 가고 제대로 이야기 하기에는 2시간이 조금 넘는 러닝타임은 무척이나 짧을 것 같다뛰어난 연기력을 바탕으로 만들어지는 영화는 분명 보는이들로 하여금 기분을 좋게 만든다 하지만 그것 하나만으로 영화는 만들어지지 않는다 수많은 스태프들이 참여하고 있고 장비들이 이용된다 영화가 만들어질때 가장 기본이 되는 것들을 조금 더 생각해보면 어땠을까 하는 아쉬움이 든다
34,변호인,드라마,10,보는 내내 비통했어요
35,변호인,드라마,8,정체된 송강호 다시 길을 뚫다
36,변호인,드라마,10,말할 것도 없는 최고의 영화
37,변호인,드라마,10,변호인 140105  벼랑 끝에서 세상의 중심을 외치다2013 1218 개봉검색을 해보니0106 800만 관객 돌파가 눈앞이라고 한다01배경지식이왕이면 검색을 통해 부림사건을 한번 쳐보고 영화를 관람하는 편이 좋을 듯하다영화가 실화를 바탕으로 만든 영화이기에 어떤 실화인지는 알면 좋을 듯하니부산의 학림 사건이라는 뜻에서 부림사건을 바탕으로 인권변호사가 된 노무현 전 대통령의 이야기에서모티브를 얻은 영화다영화를 영화로 바라보았으면 좋겠다 정치적인 눈으로 깔려고 보거나 하면한없이 영화 이야기는 저기 안드로메다로 갈것이 아닌가02진짜 변호인사짜 붙는 직업이라면 다들 마다 하지 않는게 요즘 사람들이다그리고 대부분 사짜 붙는 직업군이 전문직임에도 불구하고 직업 정신이라던가 하는것들은저편에 두고 뭐니뭐니해도 머니의 굴레에 얽혀있는게 요즘 아니 어쩌면전부터 그랬는 지도 모른다변호사는 진짜 변호인이 되었다사람으로 태어난 것이다세금전문등기 전문 속물 변호사에서 누군가의 핍박 억압을 헤아리는 진짜 변호사로변호사라 하면 법률에 규정된 자격을 가지고 소송 당사자나 관계인의 의뢰 또는 법원의 명령에 따라 피고나 원고를 변론하며 그밖의 법률에 관한 업무에 종사하는 사람 을 말한다 법에 무지한 사람을 대신해서 변론해주는 사람 영화의 송변이 돈 벌이를 벗어나 진정 타인의 아픔까지 대신해주는변호를 해주고있는 점에서 영화의 변호인은  칭찬 받아 마땅하다03나라면 당신이라면잘나가는 변호사가 되면서 송변은 스카우트를 받게 된다그는 고민없이 그의 선택을 따른다하지만 영화 속에서시대 상황 속에서그리고 누구나 말리는 재판에서 끝끝내 자신의 옳은 길을 가고자 한 송변의 용기에 가슴이 매어진다04고문영화의 리얼리티를 더 실감나게 해준건 임시완의 고문 연기이다저게 사람한테 할짓이야 싶었던 일들이실제 일어났던 고문이라는 점에서 더 가히 놀라 울수 없다와 연기 진짜 대박소리가 여기 저기서 괜히 나오는게 아니지 싶다05여하튼여하튼 영화는 잘 만들었다그리고 가슴 뭉클해지는 띵한 느낌을나는 두어번 정도 받았다콸콸하고 눈물이 쏟아 지는게아니라울컥하고 컥하고 막히는 느낌이랄까두번정도 울컥하게 만들었던
38,변호인,드라마,8,가슴을 뜨겁게 만드는 멋진 정치적 상업영화
39,변호인,드라마,9,송강호 대단하다
40,변호인,드라마,8,이제 과연 상식이 통하는 사회 희망이란
41,변호인,드라마,10,송가호의 열연에 나도 그 법정에 있는 듯 화가 치민다
42,변호인,드라마,9,눈시울은 뜨끈하게 마음은 뜨겁게
43,변호인,드라마,9,세월이 흘렀지만 방법만 다른 세상변호인은 주연과 조연의 열연 감동
44,변호인,드라마,9,나라의 주인은 국민현시점에서 다시한번 우리들을 일깨워 주는 반성하게 되는 영화대통령이 아닌 변호인의 그를 만나볼수 있는 영화
45,변호인,드라마,7,송강호 오로지 송강호
46,변호인,드라마,7,현시대에 꼭 보아야 할 영화
47,변호인,드라마,7,우수한 연출력보다는 공감되는 설정들과 배우들의 화합이 돋보인다 그 와중에도 기술적인 완성도를 의식한 듯 롱테이크로 찍은 한 장면은45분은 족히 돼보이는듯 인상깊다 가난에서 벗어나고자 돈돈돈 하던 송변이 감추인 진실에 눈뜨게 되는 동창회식 장면을 이 영화의 결정적 장면으로 꼽고 싶다
48,변호인,드라마,7,주연 배우의 얼굴 위로 다른 누군가의 얼굴을 오버랩시킬때 눈물이 나지 않을 수 없다
49,변호인,드라마,9,이 시대가 필요로 하는 영화
50,변호인,드라마,8,대한민국 국민이라면 피가 끓는 영화
51,변호인,드라마,8,한 번쯤은 봐야할 영화 한국의 실상을 반영한 영화
52,변호인,드라마,10,재밌었어요가슴을 울리는 영화
53,변호인,드라마,8,설국열차 관상 그리고 변호인까지
54,변호인,드라마,9,굿
55,변호인,드라마,8,시대를 외면하지 않은 사람들이 있었기에 옳바른 역사가 만들어짐 더불어 송강호라는 배우배우의 힘이 이정도이구나 감탄함
56,변호인,드라마,8,시대를 관통하는 세속성에도 불구하고  아직도 듣고 싶은 말에 대해 배고픔이 있다
57,변호인,드라마,6,고 노무현 전 대통령의 부림사건 공판 변호를 바탕으로 만든 영화 이 400만 관객 동원을 돌파하며 매섭게 질주하고 있다 이 영화를 정치적으로 매도하려는 일부 세력에 의해 개봉 전부터 의미 없는 논란과 평점 테러가 자행되었지만 개봉 후 실관람객들의 지지와 입소문이 이어지면서 상황은 완전히 반전되었다 블록버스터가 아닌 1980년대 일어났던 사건을 배경으로 한 영화가 이렇게나 관심를 모은 것은 현재 우리의 사회가 앞으로 나아가기는커녕 뒤로 후퇴하고 있다고 느끼게 하는 많은 부조리에 직면하고 있기 때문일 것이다 은 맹목적인 가치관을 강요하고 권력을 추종하는 탓에 소통 불능의 현장이 된 대한민국에 상식과 원칙을 중시하라는 간결한 메시지를 던짐으로써 강한 울림을 주는 영화라 하겠다 많은 조연들의 자연스러운 열연과 함께 영화에 생동감을 불어넣은 송강호의 연기는 참으로 대단하다 올해 와 에 이어 3연타석 홈런을 날린 그는 믿고 보는 배우에서 무조건 챙겨봐야 하는 배우로 한 단계 진화했다 이 정도면 각본 선택이 신의 경지에 이르렀다고 할 수 있겠다 또한 양우석 감독은 연출적 기교는 없지만 캐릭터들의 감정 동선을 확실하게 잡아주어 담백하면서도 드라마를 돋보이게 하는 신인답지 않은 노련한 연출력을 보여주었다 과연 이 2014년 첫번째 천만영화로 등극할 수 있을지 기대가 된다
58,변호인,드라마,7,송강호의 연기는 전설이 될것이다
59,변호인,드라마,8,투박하지만 뭉클해지는 건 어쩔 수 없다
60,변호인,드라마,10,내가 아주 딱 차동영같이 생겨서 착각하고 사는 군인 하나를 아는데 아휴 진짜 생각나서 원 화    우리나라가 여기에 오기까지 얼마나 가슴 아픈 희생이 밑거름이 되어 한발한발 지금에 이르렀는데 그렇게 흘러온 우리의 역사가 다시 뒷걸음 친다는 것은  안돼  영화 변호인 파이팅
61,변호인,드라마,9,하지만 천만이 넘으면 세상이 좀 나아질까 추적자도 있었고 부당거래도 있었고
62,변호인,드라마,7,정의를 향한 맹수의 포효 닭대가리마저 숙연케하리라
63,변호인,드라마,10,본인이 원하는 것을 위해 주변을 의식하는 필요없는 자존심을 버릴줄도 알았고 또 진정한 자신을 지키기위해 자존심을 지킬줄도 아는 그런 멋있는 사람입니다 가끔 안쓰러웠습니다 별것도 아닌 사람들 가끔은 아주 하찮기까지한 사람들로부터 시험당하고 숨쉬는 것까지 평가받았을 인생이 말입니다 보안법을 알고 이야기하세요  선배님 처음이라 모르나본데 유무죄가 아니라 형량싸움이예요 이런 식으로 들려오는 언어들을 또 만들어 줄 변호사를 찾아 저도 미국에서 공부해서 민주주의를 아는데 아직은 아니예요 전속변호사가 되면 그래요 증언하겠습니다 탈영병이조직된 자들의 오만한 행동들을 견뎌내야 했을 인생을 생각하면요 근데 이 영화를 보니 밑바닥부터 뒤져내는 열정으로 그렇게 높은 세상을 꿋꿋하게 맞서 싸워봤다는 것 자체로도 너무 행복한 인생이라는 생각이 듭니다  그리고 마지막에 불리워진 이름들이 참 많은 세상이었으면 합니다
64,변호인,드라마,10,현실과 영화의 묘한 접점영화를 보는 동안에는 영화 속 현실에 빠져들었다가영화가 끝날 때쯤 아 이게 바로 지금의 현실이구나를 뼈저리게 느끼게 했다돌아가신 그 분이 너무 그리웠다 그리고 죄송스러운 마음이 들었다
65,변호인,드라마,8,시대의 기념비적인 작품
66,변호인,드라마,9,특별히 그분의 추종자도 또 비판자도 아니지만 영화가 전하는 그 절절한 진심에 눈물만 나더군요 좋은 배우들의 힘있는 외침이었어요 배우님들 정말 수고하셨습니다
67,변호인,드라마,9,절정의 배우들
68,변호인,드라마,10,시나리오 극본 100 연기 100 최고의 작품
69,변호인,드라마,10,32년전과 전혀 달라지지 않은 대한민국의 현실이 답답하고 짜증나고 불편했지만그런 세상의 틀을 바꾸려는 작은 움직임들이 지금도 존재한다는 것에 희망을 가져봅니다송강호님의 열혈 연기로 그분이 더더욱 생각나네요
70,변호인,드라마,8,우리는 가장 소중한 것을 소중하게 생각할 줄 모른다 그 소중한 것이 너무 흔해서이기도 하지만 소중함은 원래 소중해서 그 소중함을 모르는 법이다 소중함의 역설이다 공기가 그렇고 가족이 그렇고 자유가 그렇다 없어서는 안 되지만 정말 소중해서 매우 가까이 있으니까 소중함을 모른다 그렇게 우리는 우리 주위의 소중함을 모른 채 살아간다 그저 돈만 많이 벌고 술이나 한잔 하면서 살아가면 된다 우리국민가 어떤 억압을 받고 있는지 사회가 어떻게 우리를 폭력적으로 지배하는지 이 나라의 주인인 국민으로부터 위임된 권력이 제대로 행사되고 있는지 전혀 관심 없다 나 혼자만의 안위만 나 혼자만 잘 먹고 잘 살면 그만이다영화는 이처럼 너무나도 속세적인 한 고졸 판사 출신 변호사가 인권변호사로 변하는 모습에 포커스를 맞춰 보여주고 있다 송우석송강호은 고졸출신이라 약간 콤플렉스가 있다 그래서인지 일찌감치 판사를 그만 두고 돈 버는 데만 온 정신을 다 쏟는다 집도 사고 변호사 사무실도 날로 번창한다  그는 고시 공부할 때 신세졌던 단골 국밥집을 이용하는데 어느 날 그 집 아들이 공안사건실제 부림사건으로 용공조작 사건임으로 잡혀간다 온갖 고문과 폭력이 난무한다 처음엔 그의 변호를 거절하다 국밥집 아주머니의 간곡한 부탁으로 결국 그는 국밥집 아들의 변호를 맡는다 그러면서 사회에 눈을 뜬다 이 사회가 얼마나 폭압적이고 반민주적인지 곧 이전 자신의 모습을 반성한다 최소한 자신의 자식들에게 이런 사회를 물려주어서는 안 되겠다는 생각으로 인권의 소중함을 알고 자유의 귀중함을 배워간다 그는 그렇게 성장하며 새롭게 태어났다 바로 인간 노무현의 모습이다 영화는 오프닝 화면에서 이 영화는 실화를 모티프로 삼았을 뿐 허구라고 밝히고 있다 그런데 아이러니하게 그 말이 더욱 영화를 실화에 무게중심 싣게 만들었다 감독이 이것을 노렸는지는 모르겠으나 그래서 이 영화는 보는 사람의 정치적 성향에 따라 호불호가 극명하게 갈릴 것 같다 그러나 분명하게 짚고 넘어가자 인간 노무현의 정신적또는 정치적 성장또는 변화을 큰 기둥으로 삼고 있지만 영화는 정작 노무현을 보여주고자 한 것이 아니다 실은 지금은 너무 흔해 우리가 잊고 살았던 자유와 인권의 가치에 대해 말하고 있다 절대 보수냐 진보냐에 따라 이 영화를 판단해서는 또는 노무현을 좋아하느냐 싫어하느냐에 따라 이 영화를 판단해서는 안 되리라 본다영화의 흥행과 작품성엔 많은 요소가 영향을 미친다 감독 배우 연기 주제 심지어 상영시기 상영시기의 사회적 분위기 등 그런데 같은 주제도 어떤 프레임으로 보여주는지 즉 어떤 구도로서 감독이 생각하는 영화의 주제를 보여줄 것인지가 영화 내적으로 굉장히 중요하다 가령 이 영화의 주제인 인권의 소중함 권력정권의 부당성 재판과정의 폭압적 면 사회의 폭력적인 면 등을 다룬다고 할 때 직설적으로 폭력적이고 억압적인 권력의 어두운 면을 보여줄지 아니면 그런 권력에 처절하게 당하는 힘없는 국민 한 개인의 모습을 적나라하게 보여줄지에 따라 영화의 성패가 갈려지게 된다 그런데 이 영화 은 이런 방식을 비틀었다 무자비했던 군사독재정권에 인권과 자유를 무참히 짓밟혔던 한 소시민을 변호한 변호인의 성장과정에 초점을 맞추었다이때 자칫 잘못하면 영화는 지루해지고 삼천포로 빠질 수 있는데 이 영화는 그렇지 않다 강약을 유지하며 시종일관 긴장되게 영화를 끌어가고 있다 결국 이것이 적중한 것으로 판단된다 감독의 재치가 엿보이는 대목이다 돈벌이에만 치중한 굉장히 속물이었던 한 변호사가 인권의 소중함과 자유의 귀중함 권력의 부당성에 대해 당당히 말할 용기를 가지게 되는 그 정신적 성장을 통해  역으로 지금의 우리사회를 비판하고 있는 것이다 안녕들 하신지라고송강호는 영화 초반에 국밥집에서 국밥을 먹으며 말한다 공부하기 싫으니까 데모나 한다며 그러자 국밥집 아들이 그렇지 않다고 말하자 다시 송강호는 대학생들이 데모한다고 이 세상이 변할 것 같냐고 말한다 이 세상이 그렇게 말랑말랑한 게 아니라며 데모하는 대학생을 힐난한다 전형적인 우리시대 아버지들의 멘트다 그러나 송강호도 변했고 사회도 변했다 그 데모는 우리사회를 제대로 된 민주주의 나라로 만들었고 지금은 우리가 그 자유를 만끽하고 있다 그러나 만끽하는 사이 우리는 지난날 우리우리선배들가 피 흘리며 싸워 쟁취했던 그 자유와 민주와 인권의 소중함을 다 잊었다 다시 정부기관과 군대가 정치에 개입하고 국민을 사찰하고 있다 정부는 데모하는 사람들을 폭력적 방법으로 진압하고 있다 그러면 또 수구세력들은 말한다 이 정도가지고 뭘 이 정도는 정당하다고그래서 영화를 보고 있으면 반복적인 단어를 떠올리게 된다 제대로라는 단어다 제대로 된 변호사 제대로 된 사회와 국가 제대로 된 재판과정 마지막으로 제대로 된 국민이다 이 제대로 되기 위해 우리는 모든 부당하고 폭력적인 것에 대항해야 한다 계란으로 바위치기라고 스스로 포기해선 안 된다 계란은 산 것이고 바위는 죽은 것이다 결국 산 것이 죽은 것을 이겨야 한다 그래서 언젠간 이 바위를 넘어서야 하는 것이 사회요 역사라고 영화는 강조한다 우리살아 있는 것는 계속 살아야 하니까송강호의 연기는 다른 어떤 영화보다 이 영화에서 더욱 빛난다 배우의 연기와 시나리오의 탄탄함 그리고 감독의 연출력이 조화롭게 맞아 떨어진 영화다 넘치지도 모자라지도 않는 영화다 주제를 효과적으로 드러내기 위한 장치들이 아주 훌륭하다 진심이 느껴지는 영화다 주권은 국민에게 있고 모든 권력은 국민으로부터 나온다 그래서 국가는 국민임대통령과 정권과 재벌에 있지 않음을 새삼 일깨워주는 영화다 여기에 무슨 진보와 보수가 있을 수 있단 말인가 현재 우리사회를 되돌아봐야 할 때다 우리는 제대로 살아 있는지개인별점
71,변호인,드라마,9,그분의 마지막을 변호하지 못한 후회와 아쉬움 그립네요
