title,year,genre,score,review
아이 캔 스피크,2017,드라마,10,초반에는 웃어서 눈물나고 막바지에는 슬퍼서 눈물나고.
아이 캔 스피크,2017,드라마,8,재밌고 감동있게 잘봤습니다
아이 캔 스피크,2017,드라마,10,잔잔한듯 강하게 전달하는 좋은 영화! 감사합니다~
아이 캔 스피크,2017,드라마,10,눈물이 주르륵주르륵 ㅠㅠ웃다가 울다가 반복..결코 가볍지않은 영화입니다..
아이 캔 스피크,2017,드라마,10,꼭 보세요. 감동이 있는 좋은 영화입니다.
아이 캔 스피크,2017,드라마,10,역시이제훈.나문희님은 당연 믿고보는연기자고.
아이 캔 스피크,2017,드라마,10,사전 줄거리도 모르고 봤는데 보면서 정말 나도 모르게 눈물이 나더라구요ㅠ 억지로 만든 감동 같은것이 아니었습니다 진짜 꼭 보셨으면 좋겠네요
아이 캔 스피크,2017,드라마,10,적절한 코미디와 가슴을 뭉클하게 하는 감동이 적절하게 이루어져 보고난후 아쉬움이 없었어요~시간가는줄 모르고 봤습니다
아이 캔 스피크,2017,드라마,10,재미도 있었지만.. 정말 오랜만에 눈물 흘리며 본 영화..
아이 캔 스피크,2017,드라마,9,일본정부의 사과를 받아냅시다
아이 캔 스피크,2017,드라마,10,"정말 최고네요, 혼자 가서 봤는데 처음에는 재밌다가 중반부터 눈물 줄줄.. 너무 좋은 영화니까 다들 보셨으면 좋겠어요.."
아이 캔 스피크,2017,드라마,10,꼭보세요 이제훈의 니트+셔츠 조합 영어발음에 치이다가도 나문희 할머니의 연기와 열정에 치이고 옵니다 ㅜㅜ 가능하면 영화에 대한 자세한 정보를 모르고 보시는게 더 많은 감동을 느끼실 듯 합니다 !
아이 캔 스피크,2017,드라마,10,무덤앞에서의 독백씬에서부터 잔잔바리로 계속 눈물ㅠㅠㅠ
아이 캔 스피크,2017,드라마,7,"역사의 피해자를 관음증 없이, 당당하게 그려내는 하나의 방식. 다만 훌륭한 캐릭터의 힘을 오히려 제약하는 서사가 아쉽다."
아이 캔 스피크,2017,드라마,10,오랫만에 펑펑 운 영화.. 나문희 배우님 다시한번 감동이였고 위안부 문제를 다뤘기 때문에 역사에 다시한번 관심을 갖게되었습니다. 감사합니다.
아이 캔 스피크,2017,드라마,10,꼭 봐야하는 영화. 잊지말아야하는 일본의 나쁜만행
아이 캔 스피크,2017,드라마,10,과장 아니고 처음부터 끝까지 울었다
아이 캔 스피크,2017,드라마,10,어머니랑 보고왔습니다~ 추천 ~!
아이 캔 스피크,2017,드라마,10,웃고 울고... 어떤 내용인지도 모르고 봤는데 너무 재밌네요~두 배우의 연기력은 역시!!! 최근에 봤던 한국영화중에는 최고인 것 같네요
아이 캔 스피크,2017,드라마,10,시간이 짧다고 느껴질만큼의 영화울다 웃다 울다 웃다했네요역시  나문희님의 연기는 최고!정말 좋은 영화입니다
아이 캔 스피크,2017,드라마,10,역시 나문희선생님  이제훈  짱짱 .. 눈물참느라 혼났네요간만에 여운이남는 영화봤네요
아이 캔 스피크,2017,드라마,8,일상처럼 잘 만든 영화같습니다. 주제가 주제인지라 너무 슬프네요
아이 캔 스피크,2017,드라마,6,마지막  장면에  감동은  있었지만  시장  재개발에서  위안부 이야기로  바꾸는  부분이  자연스럽지  않고  조금  지루하게  느껴졌다
아이 캔 스피크,2017,드라마,10,"그 소재를 가지고 이렇게 접근할 수도 있구나...정말 따스하고 미안하고 감사한, 아이캔 스피크의 진정한 의미. 기회가 있을때 제발 좀 빌어라 제발 좀 사과좀 해라"
아이 캔 스피크,2017,드라마,10,폭력적이고 선정적이지 않아서 좋았던 영화입니다가족들이랑 같이 보기 좋았고 영화보면서 눈물흘렸던건 처음입니다꼭 보길 바랍니다
아이 캔 스피크,2017,드라마,10,나문희 선생님 연기가 정말 최고.. 중간에 나오는 무덤씬에서 엄청 울었네요 ㅠ
아이 캔 스피크,2017,드라마,10,"정말 감동이었습니다. 좋은 영화 만들어주신 감독님과 스탭, 배우분들께 감사드립니다. 정말 강추합니다!"
아이 캔 스피크,2017,드라마,10,정말 좋은 영화입니다. 간만에 좋은 영화를 봤습니다
아이 캔 스피크,2017,드라마,10,최고! 넘나 감동적인것... ㅠ.ㅠ
아이 캔 스피크,2017,드라마,9,웰 메이드  무비!강추~^^
아이 캔 스피크,2017,드라마,10,엄마와 함께 봤는데 웃으시면서 좋아하셨어요. 따뜻한 시선으로 사건을 다루는 영화였습니다 잘 봤어요
아이 캔 스피크,2017,드라마,10,감동적이었어요 나문희배우님 최고!
아이 캔 스피크,2017,드라마,8,감동이었어용 재밌었고~ 또 보고싶어용
아이 캔 스피크,2017,드라마,9,무슨 내용인지 알고 갔는데도 눈물이 앞을가렸네요ㅠㅠ
아이 캔 스피크,2017,드라마,8,아 간만에마무리가후련한 영화봣네ㅋㅋ
아이 캔 스피크,2017,드라마,10,감동을주는좋은영화 ..온 가족이 보면 좋은영화짱♡짱
아이 캔 스피크,2017,드라마,10,유쾌하면서도 아픈역사네요
아이 캔 스피크,2017,드라마,9,무거울 수도 있는 소재인데 적당한 무게감으로 감동을 준 영화~ 좋았어요^^
아이 캔 스피크,2017,드라마,10,너무 감동받은영화! 위안부에 대해서 다시 깊게 생각할 수 있던 영화였어요
아이 캔 스피크,2017,드라마,9,나문희씨..연기..넘 인상적  감동적
아이 캔 스피크,2017,드라마,8,엄마랑 웃고 울면서 봤습니다!
아이 캔 스피크,2017,드라마,10,잔잔하게 할머니의 이야기를 잘 보았네요.  표면에 드러내놓지 않은거 같다가  뒷부분부터 섬세하게 나오니...가슴 아프게 더 다가오는거 같더라구요.  적극추천합니다~
아이 캔 스피크,2017,드라마,10,"진짜 완전 재밋고, 슬프고 진짜 꼭뷰세요"
아이 캔 스피크,2017,드라마,10,보면서 계속 울었습니다 감동적입니다
아이 캔 스피크,2017,드라마,10,재밌어용^^영화가 주는 메세지도 좋구용
아이 캔 스피크,2017,드라마,10,정말재밌어요꼭추천하는영화
아이 캔 스피크,2017,드라마,10,넘 좋아요 감동적인 영화
아이 캔 스피크,2017,드라마,10,마니울었어요..ㅠㅠ잘밧습니당
아이 캔 스피크,2017,드라마,10,고등 딸들이 역사를 되돌아 보는 시간이  되었습니다
아이 캔 스피크,2017,드라마,10,감동적이게 잘 봤어요 다들 울더라구요 ㅠㅠ
아이 캔 스피크,2017,드라마,6,생각보다는 코미디 부분이 적어요
아이 캔 스피크,2017,드라마,9,처음엔 너무 재밌었는데 점점 몰입이 되면서 할머니가 너무 멋잇고 배우들의 연기에 흠뻑빠졌습니다~~~꼭 봐야하는영화!!! 정말 후회없습니다
아이 캔 스피크,2017,드라마,9,실화를 기반으로 만든 영화라서 감성을 자극하시는 하지만 재미있게 구성을 잘했네요~
아이 캔 스피크,2017,드라마,10,좋아하는 두배우가 나온다고 해서 줄거리 안보고 봤는데 처음엔 웃다가 중간부터 눈물이 터졌습니다 그 시대를 사셨던 얼마전에 돌아가신 저의 상할머니가 생각이나고 보고싶었습니다 ㅠㅠ전세계가 봐야할 영화입니다!영화관에서 끄...
아이 캔 스피크,2017,드라마,10,위안부에 대해서 다시 생개해보는 계기가 되었다.
아이 캔 스피크,2017,드라마,7,처음엔 주제가 먼지 궁금했다..너무 서론이 길다
아이 캔 스피크,2017,드라마,7,이런 영화가 정말 대중영화. 착하고 선의롭게. 누구도 다치지 않으면서 재미있기란.
아이 캔 스피크,2017,드라마,10,감동적이였고 웃고 울었던 의미있는 영화
아이 캔 스피크,2017,드라마,10,아주우우우우 재밌었습니다
아이 캔 스피크,2017,드라마,10,너무재밌어요 혼자봤는데 눈물펑펑
아이 캔 스피크,2017,드라마,10,너무 감동적이고 재미있었습니다!다시한번 위안부문제의 심각성과 관심을 가지게되는계기가되었습니다!!
아이 캔 스피크,2017,드라마,10,별 10개도 적다 진짜 나문희님은 연기의신인것같다 이제훈님도 배역에 맞춰 잘하시고 인생영화 등극할듯...
아이 캔 스피크,2017,드라마,10,너무 너무 잘 만들었어요
아이 캔 스피크,2017,드라마,10,잔잔한 감동과 과거의 아픔을 잊지않고자하는 의리를 주는 영화
아이 캔 스피크,2017,드라마,8,초반에는 너무 웃기다가 후반으로 갈수록 너무 슬픈...최근 본 영화 중 가장 재밌었어요!
아이 캔 스피크,2017,드라마,10,웃다가 울다가 영화가 말하고자 하는 바를 알게 된 영화 .
아이 캔 스피크,2017,드라마,10,부모님하고 같이 봤는데 최고입니다.!! 부모님도 너무 재미있다고하시네요.ㅎㅎㅎ
아이 캔 스피크,2017,드라마,7,상당히 괜찬은 수작..
아이 캔 스피크,2017,드라마,10,"누구나 꼭, 대한민국 국민이라면 봐야하는 영화입니다. 개연성은 좀.. 없지만 주제와 배우들의 연기에 만점 드리고싶어요. 천만 찍었으면 ㅠㅠ"
아이 캔 스피크,2017,드라마,8,눈물이 흘러 혼났네요 감사해요
아이 캔 스피크,2017,드라마,8,감동적이에요. 눈물이 ㅠㅍ
아이 캔 스피크,2017,드라마,10,포스터만 보고 영화관 들어어 가벼운 마음으로 보다가 가슴 한 쪽이 먹먹해져서 나왔다
아이 캔 스피크,2017,드라마,10,추석명절 가족들과 함께보기 좋은영화!!이재훈의 아재개그때메 부모님이 빵빵 터진 모습보고 제가 괜시리 흐뭇해지는 영화였어요
아이 캔 스피크,2017,드라마,9,무거운주제를 적정선에서 임팩트있게 잘 다룬 좋은 영화임
아이 캔 스피크,2017,드라마,10,덕분에 좋은 연휴가되었습니다 잘봤습니다
아이 캔 스피크,2017,드라마,10,처음엔 가볍게 시작했지만 묵직하게 마무리된 영화였습니다.런닝타임이 길었던 것이 아쉽지만 이런 영화가 많이 나왔으면 합니다 잘봤습니다
아이 캔 스피크,2017,드라마,10,역사를 알게되고 누군가에게 꿈이 될것 같아요
아이 캔 스피크,2017,드라마,10,완성도가 10점은 아니다. 하지만 10점을 줄수밖에없는 영화
아이 캔 스피크,2017,드라마,9,영화가끝나고 눈물을주체못할만큼 따뜻한영화!
아이 캔 스피크,2017,드라마,10,"관심이 있는 지식이 있고 관심을 가져야만 하는 지식이 있다. 듣고 싶은 뉴스가 있고, 반드시 들어야만하는 뉴스가 있다."
아이 캔 스피크,2017,드라마,9,감동적으로 잘 봤어요연기자들 연기도 좋았어요
아이 캔 스피크,2017,드라마,10,아이들 손잡고 가서 꼭 보세요!애들이 더 감동받고 왔네요~ㅠㅜ
아이 캔 스피크,2017,드라마,9,나문희 정말 일품 연기였습니다^^
아이 캔 스피크,2017,드라마,9,"눈물, 웃음, 감동입니다"
아이 캔 스피크,2017,드라마,10,제훈 짱 ㅠㅠ 나문희선생님두 대박이에요 ...징짜 꼭보세요 안보신분
아이 캔 스피크,2017,드라마,10,울다웃고ㅠㅜ감동적이었습니다
아이 캔 스피크,2017,드라마,10,우리나라의 왜곡된 역사를 다시 한번 깨닳게 해주는 영화.
아이 캔 스피크,2017,드라마,10,뻔한 눈물짜내기 영화같아보이지만 여기에 나문희를 더하니 최고가 된다
아이 캔 스피크,2017,드라마,10,처음엔 재밌다가 갈수록 슬퍼져요 휴지챙겨 가세요ㅠㅜ
아이 캔 스피크,2017,드라마,10,마음이 한없이 무거워집니다. 올해는 가슴아픈 영화가 많이개봉하네요.
아이 캔 스피크,2017,드라마,10,"무겁지만은 않을 정도의 드라마틱한 스토리 전개가 좋왔고, 배우들의 연기력이 더 감동이되었어요"
아이 캔 스피크,2017,드라마,10,감동 재미 정말 좋은영화입니다
아이 캔 스피크,2017,드라마,10,숭고한 뜻을 햠한 발걸음! 도전을 주는 영화!
아이 캔 스피크,2017,드라마,10,너무재밋게봤습니다!
아이 캔 스피크,2017,드라마,10,"깨알같은 웃음포인트도 있고, 위안부를 주제로 다뤄 더 의미있는 시간이었어요! 최고예요"
아이 캔 스피크,2017,드라마,10,가슴에 절절하게 와닿는 영화. 잘봤습니다.
아이 캔 스피크,2017,드라마,10,최고입니다. 감동적이에요.
아이 캔 스피크,2017,드라마,9,탄탄한스토리 짜임새있는 구성뒷받침하는 연기자분들의 연기력세번째가 잘맞는 올만에 은 작품이에요
아이 캔 스피크,2017,드라마,10,많이 웃고 많이 울 수 있는 영화정말 잘 봤습니다
아이 캔 스피크,2017,드라마,10,말이필요없다 꼭봐야한다
아이 캔 스피크,2017,드라마,10,정말재미있었고배우가연기를잘했다^^
아이 캔 스피크,2017,드라마,9,간만에 감동적인 영화였습니다
아이 캔 스피크,2017,드라마,9,웃기면서도 정말 한편으로는 뭉클하네요..위안부 문제를 잊고 지낸 제 자신을 다시 한번 되돌아볼수있었습니다ㅠㅠ
아이 캔 스피크,2017,드라마,5,내용은 좋은데 뭔가 걸리네
아이 캔 스피크,2017,드라마,7,무난하게 보기 좋은 영화. 후반부의 억지 연출은 조금 아쉽다.
아이 캔 스피크,2017,드라마,10,잔인한거도 안나오는데 너무슬퍼요
아이 캔 스피크,2017,드라마,10,국내작품들중에 올해 최고의영화같네여!!
아이 캔 스피크,2017,드라마,10,첨엔쫌지루했지만...  내용이너무좋았습니다진짜 우리일상에있을수있는일이네요바로옆에있어도모를수있는 ...정말 다시한번생각하게됩니다   진짜 우리나라국민들은 다봤으면좋겠네여쪼금만주의를둘러보고   조금만더 배려해야겠네요좋은...
아이 캔 스피크,2017,드라마,10,슬퍼요. ㅜㅜ아이랑 같이 관람하기 좋은 영화.
아이 캔 스피크,2017,드라마,10,계속 눈물남 계속 질질 짬
아이 캔 스피크,2017,드라마,10,나문희선생님의연기는언제봐도 대박 코믹부터시작해 슬픔은이루말할수없죠 ㅠ
아이 캔 스피크,2017,드라마,10,오만한 자들에게 말하는 이야기
아이 캔 스피크,2017,드라마,10,너무 재미있고 또 감동적이에요 ~!~!~!~!~!~!~!~!~!~!~
아이 캔 스피크,2017,드라마,6,아쉬운 점이 많아요....
아이 캔 스피크,2017,드라마,10,2017년도 영화 수작중 한편으로 기억될겁니다
아이 캔 스피크,2017,드라마,10,잊지말아야할 우리의 슬픈역사!!! 이렇게 감동적인 영화는... 오랜만이예요ㅠㅎ 전반부엔 웃다가 후반부엔 폭풍 눈물이ㅠ
아이 캔 스피크,2017,드라마,10,감정에 대한 표현이 너무 너무 인상깊었다.20대로서는 아직 이해하기에 힘든 감정선들도 느껴졌다.다만 배우 나문희라는 사람이 잘보여주었기에 어렴풋 짐작할수 있었다.
아이 캔 스피크,2017,드라마,10,기승전결 완벽하고 처음부터 끝까지 놓칠것 하나 없는 영화였습니다. 많은것을 알게 해주고 다시끔 생각하게 해주신 감독님 배우분들께 정말 감사드립니다.잊지 않겠습니다
아이 캔 스피크,2017,드라마,4,"초중반은 유쾌함이 있는 휴머니즘 영화로 진행하다가, 중후반은 앞선 이야기를 모두 내팽겨치고 위안부 이야기를 시작한다. 특정인물이 앞서나온 피해자의 증언에는 냉대하며 비난하다 주인공의 연설만을 인정해 반전된 것이 내 ..."
아이 캔 스피크,2017,드라마,10,슬프다 진짜 일본 정말 욕나오네
아이 캔 스피크,2017,드라마,10,믿고보는 배우들의 연기와 시나리오 굿~
아이 캔 스피크,2017,드라마,10,감동...재밌게잘봤어요!
아이 캔 스피크,2017,드라마,10,슬프면서 반성하게되는 영화 잘 좐쑵니다
아이 캔 스피크,2017,드라마,8,나문희 영화다 나문희짱이다 나문희!!!!
아이 캔 스피크,2017,드라마,9,꼭 봐야할 영화라고 생각합니다. 재미있어요!!
아이 캔 스피크,2017,드라마,8,눈물  흐르게  만드는  감동있는 영화네요
아이 캔 스피크,2017,드라마,10,굿굿최고의영화였습니다
아이 캔 스피크,2017,드라마,9,좋은 영화 재밌게 잘 봤어요
아이 캔 스피크,2017,드라마,10,가슴 따뜻해지는 좋은 영화였습니다.
아이 캔 스피크,2017,드라마,10,진짜 재밋어요 ㅠㅠ!!!
아이 캔 스피크,2017,드라마,9,소재도 좋고 연기도 좋고 감동도 있어서 좋았습니다~~~^^
아이 캔 스피크,2017,드라마,9,감동적이고 기대 이상이였어요
아이 캔 스피크,2017,드라마,9,1234567890q
아이 캔 스피크,2017,드라마,10,보는 내내 재미있고 슬펐던 영화
아이 캔 스피크,2017,드라마,10,재밌어요 눈물도나고ㅎㅎ
아이 캔 스피크,2017,드라마,10,넘나 재밌는 영화입니다
아이 캔 스피크,2017,드라마,10,옛 일에 대해 영화로 만들고 대중에게 알리는 것은 너무 나도 좋았습니다
아이 캔 스피크,2017,드라마,10,위안부와 관련된 영화라는걸로 홍보하지 않아서 더 와닿앗어요
아이 캔 스피크,2017,드라마,9,대한민국의 아픈 기억 ㅠㅠ
아이 캔 스피크,2017,드라마,10,재미 감동 눈물 쏙 ㅠㅠ이였어요
아이 캔 스피크,2017,드라마,10,딸과함께 봤는데 우리 딸이 인생영화라며 !!
아이 캔 스피크,2017,드라마,10,재미와 감동을 모두잡은영화!! 진짜좋았다ㅠㅠㅠ
아이 캔 스피크,2017,드라마,10,감동적이였어요 나문희 언니 연기 최고
아이 캔 스피크,2017,드라마,10,너무 슬프고 코미디해서 완전저의스타일인영화이고  이번영화감독님의존경스럽습니다 앞으로도이 글을보시고감동그리고코미디한영화를 만들어주세요 영화 짱입니다
아이 캔 스피크,2017,드라마,9,울면서 봤어요 너무재밌음!
아이 캔 스피크,2017,드라마,10,"2017 최고의 영화였습니다.개연성, 설정.,다소 설명 부족한부분 있어도 그래도 이영화는 모든걸 갖춘영화예요"
아이 캔 스피크,2017,드라마,10,딸이랑 보다가 혼자  눈물 콧물 다 흘림
아이 캔 스피크,2017,드라마,10,보고 싶었는데 시간이 안 맞아 아들만 친구랑 보고 왔는데엄청 재밌고 눈물 많이 났다고 일본  예전에 진짜 나쁜짓 많이 했는데 벌도 안 받고 사과도 안 하고붙들고 얼마나 얘기하던지..
아이 캔 스피크,2017,드라마,10,역사가 잊혀지면안되죠.  우리가 꼭 기억하고 새겨야되는 역사입니다
아이 캔 스피크,2017,드라마,10,위안부 할머니들 한분이라도 더 생전에 계실때 사과 꼭 받았으면 좋겠습니다...
아이 캔 스피크,2017,드라마,9,간만에 따뜻하고 감동적인 영화입니다
아이 캔 스피크,2017,드라마,10,너뮤너무 좋아요 정말 재밌고 감동스런 영화
아이 캔 스피크,2017,드라마,10,"재밌었어요, 전개상의 구멍이 있긴 하지만 잘만들었습니다."
아이 캔 스피크,2017,드라마,10,눈물나게 슬펐고 위안부 할머니들을 한번 더 생각하게 만드는 영화였습니다
아이 캔 스피크,2017,드라마,9,오랜만에 영화다운 영화를본거같다...가슴따뜻한 이야기에 다시한번 위안부할머니들을 생각해본다..
아이 캔 스피크,2017,드라마,9,모든 분 연기가 좋았고 내용을 아예 모르고 봤는데 놀라움과 슬픔과 뭔가 만감이 교차한 영화입니다. 잘봤습니다.
아이 캔 스피크,2017,드라마,8,재미있고 감동적인 내용입니다. 추천!!!
아이 캔 스피크,2017,드라마,7,생각을 많이 하게 만드는 영화.아주 슬프다길래 티슈를 준비해갔는데 너무 준비를 해서인지 생각보다 눈물은 안났다
아이 캔 스피크,2017,드라마,10,가족 모두 즐겁게 봤습니다
아이 캔 스피크,2017,드라마,10,눈물툭툭툭 트로피카나
아이 캔 스피크,2017,드라마,10,내용이 되게 감동적입니다
아이 캔 스피크,2017,드라마,8,좋은 영화 잘 봤습니다굿굿웃구
아이 캔 스피크,2017,드라마,10,감동적이고 슬픕니다 ㅜㅜ
아이 캔 스피크,2017,드라마,9,눈물.감동. 이야기가 너무 잘 담겨있었고 멋있었어요~!
아이 캔 스피크,2017,드라마,8,감동적이고 재밌는 영화 !
아이 캔 스피크,2017,드라마,8,위안부에 대해 다시 생각해보게 되는 계기가 되었습니다
아이 캔 스피크,2017,드라마,10,웃다 울다 정말 재밌게 봤어요 ^^
아이 캔 스피크,2017,드라마,10,진짜이런영화너무감동적이고너무좋앙감독님짱 보는내내펑펑울었어요 감사핮니다ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ
아이 캔 스피크,2017,드라마,10,"와닿지 않으면 평을 안 쓰는데 이건 정말 좋은 영화입니다. 안 보신 분들 계시면 꼭 보세요. 재미와 감동과 역사인식이 더욱 명확하게 심어지는, 그러면서 편안하게 볼 수 있는 영화입니다."
아이 캔 스피크,2017,드라마,9,기대안하고 엄마랑 둘이 봤다가 나도 울고 엄마도 울었음
아이 캔 스피크,2017,드라마,9,감동적이고 마음에 여운이남았습니다
아이 캔 스피크,2017,드라마,10,눈물이 펑펑 나오는 그런 슬픔이 아니라 뭔가 시린 아픔의 눈물이 나는 영화.
아이 캔 스피크,2017,드라마,10,무슨내용인지 모르고 관람하러갔다가 너무 재밌게봤어요~ 이제훈씨 연기도 인상깊었고 목소리도 너무좋으네요~~가족끼리 보면 좋은영화같아요~가슴아프고 슬픈장면도 있었지만 너무재미있게봤네용킹스맨보다 더짱짱
아이 캔 스피크,2017,드라마,9,배우 나문희의 연기가 참 좋았습니다
아이 캔 스피크,2017,드라마,7,웃음포인트가 별로 없어요
아이 캔 스피크,2017,드라마,10,완전재밌었다역시믿고보는 나문희여사님
아이 캔 스피크,2017,드라마,10,정말 잘만든영화예요  담담하지만 재밌고 뻔하지 않게 풀어갔다고 생각합니다
아이 캔 스피크,2017,드라마,10,정말 웃다가 울다가 들었다놨다하네요  굿굿
아이 캔 스피크,2017,드라마,9,생각 보다 감동적이고 코믹한요소가 많아서 시간이 금방갔습니다 추천
아이 캔 스피크,2017,드라마,10,가슴을 울리는 영화 이재훈 연기 너무 잘봤네요
아이 캔 스피크,2017,드라마,10,감동과 재미가 있는 영화!! 정말 좋았습니다!!
아이 캔 스피크,2017,드라마,5,그저 그런영화 지루한영화
아이 캔 스피크,2017,드라마,10,영화를 떠나 뜨거운 마음을 가지게 하는 영화
아이 캔 스피크,2017,드라마,9,예상치 않은 수작이었습니다. 내용도 연기도 좋았어요.
아이 캔 스피크,2017,드라마,10,두번 본 영화 친구 그리고 엄마 그리고 난 다울었다
